icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
a3a647,AAL1816 ,United States,1728145444.0,1728145453,-112.025,33.4322,,True,0.0,270.0,,,,,False,0
3c4b45,EWG86BX ,Germany,1728145455.0,1728145455,6.7775,51.2868,,True,6.17,233.44,,,,2027,False,0
3c654d,DLH4LW  ,Germany,1728145455.0,1728145455,10.6046,49.3045,8595.36,False,225.65,316.85,8.78,,8702.04,6653,False,0
3c4b35,DLH716  ,Germany,1728145456.0,1728145456,47.8185,40.878,9448.8,False,247.07,91.91,0.0,,9837.42,7714,False,0
abb4e2,N8530N  ,United States,1728145322.0,1728145363,-89.9562,40.8488,678.18,False,59.65,257.04,0.0,,647.7,,False,0
a9047a,DCM6290 ,United States,1728145456.0,1728145456,-74.057,40.1117,7010.4,False,224.3,60.91,0.0,,7239.0,3610,False,0
ad3d4e,AAL1163 ,United States,1728145455.0,1728145455,-90.5043,35.9624,10668.0,False,243.56,47.31,0.0,,11170.92,2262,False,0
a9ea5d,SKW4011 ,United States,1728145455.0,1728145455,-97.1437,36.7467,10972.8,False,215.63,286.92,-0.33,,11506.2,3312,False,0
ad9de6,N977CP  ,United States,1728145449.0,1728145451,-91.8528,38.094,2971.8,False,90.94,288.13,-0.65,,3139.44,,False,0
ad3d4b,NKS17   ,United States,1728145455.0,1728145456,-81.2188,29.0228,11277.6,False,221.96,340.22,0.0,,11978.64,1353,False,0
a5a9e6,EJA464  ,United States,1728145455.0,1728145455,-74.6572,39.4582,1356.36,False,132.93,217.14,18.86,,1424.94,,False,0
a8e479,BOG72   ,United States,1728145453.0,1728145453,-71.0219,42.3741,,True,0.06,312.19,,,,7041,False,0
ada773,N9790G  ,United States,1728145455.0,1728145455,-77.8828,43.3225,1165.86,False,58.5,214.25,0.65,,1226.82,,False,0
a3ecc9,N352FS  ,United States,1728145426.0,1728145426,-114.6121,36.065,1021.08,False,61.22,90.0,-0.65,,1074.42,1200,False,0
a8dd7b,UAL135  ,United States,1728145455.0,1728145455,-74.0022,42.3015,4800.6,False,210.35,198.39,0.65,,4922.52,,False,0
ab51f3,N8287U  ,United States,1728145292.0,1728145292,-75.8579,39.5697,30.48,False,45.32,296.27,-3.58,,83.82,1200,False,0
39e684,AFR1440 ,France,1728145455.0,1728145455,3.0566,50.2757,7315.2,False,212.51,39.01,0.0,,7513.32,1000,False,0
ae4a1d,RN148   ,United States,1728145453.0,1728145454,-87.1573,31.0849,1623.06,False,112.79,76.28,0.33,,1729.74,,False,0
a413eb,N362BZ  ,United States,1728145455.0,1728145455,-82.0315,28.8238,1493.52,False,72.04,133.84,0.0,,1554.48,,False,0
ad444d,JBU211  ,United States,1728145455.0,1728145455,-74.985,40.1636,6507.48,False,212.64,263.89,5.2,,6766.56,1665,False,0
ad444c,N954JA  ,United States,1728145455.0,1728145455,-76.9592,40.1565,1729.74,False,47.16,333.43,0.98,,1805.94,6206,False,0
39e687,AFR94VE ,France,1728145456.0,1728145456,8.7756,45.4776,1074.42,False,99.39,349.56,-6.5,,1127.76,1000,False,0
ab048d,DAL837  ,United States,1728145455.0,1728145455,-100.4145,38.2277,10363.2,False,231.74,275.99,0.0,,10873.74,2567,False,0
a0808f,SKW5905 ,United States,1728145455.0,1728145455,-122.3817,37.6121,,True,5.92,208.12,,,,,False,0
3c654e,DLH6LT  ,Germany,1728145456.0,1728145456,2.8409,51.0291,10637.52,False,263.89,104.33,6.5,,10904.22,4623,False,0
a05827,RPA4440 ,United States,1728145455.0,1728145455,-84.9882,36.6737,9448.8,False,238.38,69.14,0.0,,9890.76,,False,0
a390e3,ASH6021 ,United States,1728145455.0,1728145455,-93.2259,31.0012,9692.64,False,205.03,247.42,-7.15,,10226.04,,False,0
3c6561,OCN135  ,Germany,1728145455.0,1728145455,11.5285,48.8395,10492.74,False,233.83,312.15,-9.75,,10599.42,1000,False,0
407b70,WUK97   ,United Kingdom,1728145456.0,1728145456,6.7018,51.6898,10980.42,False,224.16,278.45,0.0,,11193.78,0622,False,0
abf11e,N869JR  ,United States,1728145455.0,1728145455,-78.6037,38.1568,1737.36,False,67.88,295.59,0.0,,1821.18,,False,0
c02eb9,ACA1281 ,Canada,1728145455.0,1728145455,-113.9347,36.5725,7002.78,False,187.77,233.13,-9.1,,7421.88,6776,False,0
3c6566,OCN528  ,Germany,1728145455.0,1728145455,-12.284,55.2778,10934.7,False,242.03,296.24,3.9,,10942.32,2566,False,0
ac1d93,N88XK   ,United States,1728145442.0,1728145443,-83.0735,40.7661,1943.1,False,93.55,280.14,0.65,,2087.88,1200,False,0
acbaae,JTL91   ,United States,1728145441.0,1728145441,-74.0637,40.8425,,True,3.86,272.81,,,,6065,False,0
acd4d7,DAL2874 ,United States,1728145455.0,1728145455,-116.5158,43.8168,10972.8,False,230.27,318.26,0.0,,11483.34,,False,0
abfd92,N8718W  ,United States,1728145455.0,1728145455,-111.6561,34.336,2887.98,False,56.7,3.64,0.0,,3078.48,,False,0
ad4470,N954KM  ,United States,1728145456.0,1728145456,-82.5626,28.0168,510.54,False,76.51,299.84,6.5,,548.64,,False,0
a5cc15,UAL1763 ,United States,1728145456.0,1728145456,-119.8557,34.1635,10934.7,False,229.58,146.7,-14.31,,11582.4,,False,0
ac71db,N9002S  ,United States,1728145455.0,1728145455,-90.908,33.1759,2987.04,False,92.64,234.72,0.0,,3139.44,2640,False,0
a008c5,DAL2125 ,United States,1728145455.0,1728145455,-94.6871,44.1355,8351.52,False,196.73,233.4,1.95,,8648.7,1553,False,0
4b5db8,ATC004  ,Switzerland,1728140069.0,1728145452,8.5569,47.4538,,True,0.13,2.81,,,,,False,0
a5cc13,UAL461  ,United States,1728145454.0,1728145454,-100.044,40.3156,10363.2,False,219.98,255.51,0.0,,10812.78,6604,False,0
a5cc12,UAL279  ,United States,1728145395.0,1728145395,-118.3852,33.9403,,True,0.06,81.56,,,,,False,0
a5cc11,UAL1826 ,United States,1728145455.0,1728145455,-117.396,32.7833,586.74,False,95.54,106.58,0.0,,594.36,5137,False,0
39e697,AFR39UK ,France,1728145455.0,1728145455,15.9989,58.1651,10812.78,False,237.9,44.82,-9.75,,10919.46,5624,False,0
3c656e,DLH583  ,Germany,1728145455.0,1728145455,24.497,38.6183,12192.0,False,248.84,324.34,0.0,,12672.06,6633,False,0
e49f66,2338    ,Brazil,1728145268.0,1728145274,-43.222,-22.8605,327.66,False,58.28,98.63,-2.6,,381.0,,False,0
3c656d,DLH444  ,Germany,1728145455.0,1728145455,-79.4844,44.1466,11582.4,False,234.55,227.84,0.0,,11887.2,2461,False,0
ad445c,KOW954  ,United States,1728145455.0,1728145455,-112.4183,34.7099,13228.32,False,256.63,66.36,2.6,,13929.36,2021,False,0
ad3d84,EJA952  ,United States,1728145455.0,1728145455,-86.2408,39.5209,8717.28,False,242.35,159.76,-6.18,,9090.66,3552,False,0
3c656c,DLH408  ,Germany,1728145456.0,1728145456,-72.1505,44.8365,11582.4,False,241.85,210.27,-0.33,,11696.7,,False,0
a1f03a,N224DT  ,United States,1728145455.0,1728145455,-103.4452,39.1122,6096.0,False,138.46,259.94,0.0,,6400.8,,False,0
3cfbb0,IJM55P  ,Germany,1728145455.0,1728145455,-2.4472,41.0107,10012.68,False,228.0,77.09,7.8,,10492.74,5304,False,0
4cc27e,TFKRA   ,Iceland,1728145419.0,1728145438,-20.1357,63.5754,571.5,False,48.26,305.89,1.63,,632.46,,False,0
a390d7,N329ME  ,United States,1728145456.0,1728145456,-93.5529,41.6804,541.02,False,45.7,58.82,1.63,,525.78,,False,0
39e690,AFR26KN ,France,1728145455.0,1728145456,19.7903,52.0367,7444.74,False,190.15,256.23,7.8,,7520.94,1000,False,0
a3a65f,AAL987  ,United States,1728145456.0,1728145456,-72.3586,21.2719,11277.6,False,240.17,125.94,0.0,,11940.54,,False,0
3c4b4e,EWG66WU ,Germany,1728145455.0,1728145455,3.3169,49.5602,11277.6,False,223.06,241.48,0.0,,11574.78,4131,False,0
e49314,TAM3925 ,Brazil,1728145455.0,1728145455,-46.6814,-23.5903,960.12,False,61.41,148.71,-2.6,,1028.7,,False,0
3c4b4c,EWG1MU  ,Germany,1728145455.0,1728145455,16.9803,45.4216,10980.42,False,228.04,322.15,0.0,,11071.86,4545,False,0
ac247a,SWA2499 ,United States,1728145452.0,1728145456,-112.7808,36.4424,9875.52,False,258.08,74.74,5.2,,10447.02,7373,False,0
a6062a,N48787  ,United States,1728145455.0,1728145455,-112.4337,33.1701,1973.58,False,43.66,225.95,0.0,,2087.88,,False,0
758404,PAL738  ,Philippines,1728145456.0,1728145456,100.8357,13.9592,1333.5,False,101.76,212.4,-2.6,,1394.46,,False,0
a9667e,N7045N  ,United States,1728145456.0,1728145456,-84.2621,40.1272,975.36,False,78.72,89.25,1.3,,1051.56,,False,0
a903dd,,United States,,1728145315,,,,False,221.94,311.52,-0.33,,,,False,0
e491d4,PRAEH   ,Brazil,1728145455.0,1728145455,-40.2238,-20.3236,579.12,False,82.23,79.18,-0.33,,647.7,,False,0
0a004a,DAH1215 ,Algeria,1728145456.0,1728145456,2.256,48.582,5768.34,False,213.16,210.77,6.18,,5920.74,7623,False,0
acc252,N921EN  ,United States,1728145455.0,1728145456,-96.495,33.1441,990.6,False,41.54,97.83,3.9,,1066.8,,False,0
a71390,N555SB  ,United States,1728145455.0,1728145455,-120.2615,37.4914,3383.28,False,80.4,97.35,1.3,,3581.4,,False,0
3443d4,VLG7MF  ,Spain,1728145456.0,1728145456,-4.3918,40.5926,11887.2,False,236.34,184.49,0.33,,12466.32,2222,False,0
a02b2c,N11PN   ,United States,1728145149.0,1728145149,-87.717,41.3776,312.42,False,51.45,88.85,-2.28,,358.14,,False,0
addb47,NKS437  ,United States,1728145456.0,1728145456,-105.8326,35.5481,11887.2,False,251.59,89.18,0.0,,12519.66,7726,False,0
a70066,N550LA  ,United States,1728145302.0,1728145302,-111.7346,33.458,403.86,False,36.23,51.34,-2.93,,396.24,,False,0
a69069,N522AN  ,United States,1728145455.0,1728145455,-121.749,39.1159,1943.1,False,43.25,333.13,-0.33,,2026.92,,False,0
a34eb4,N312ES  ,United States,1728145427.0,1728145428,-94.1501,41.8481,586.74,False,50.06,320.42,-2.93,,548.64,,False,0
3ffb82,DMBLE   ,Germany,1728145226.0,1728145227,9.4349,48.9232,388.62,False,29.88,92.96,-2.93,,464.82,7000,False,0
a45091,DAL2346 ,United States,1728145455.0,1728145456,-80.0633,26.0719,3535.68,False,152.75,191.46,-5.85,,3718.56,3077,False,0
a6e03f,WGN2331 ,United States,1728145393.0,1728145395,-85.749,38.1876,106.68,False,78.87,164.88,-3.58,,160.02,3674,False,0
a69061,JIA5523 ,United States,1728145455.0,1728145455,-83.1752,30.8105,7749.54,False,246.03,61.93,5.53,,8199.12,3045,False,0
0ac3f8,,Colombia,1728145454.0,1728145455,-74.9065,4.0729,5059.68,False,141.86,18.83,0.33,,5364.48,,False,0
ac858e,N906AZ  ,United States,1728145456.0,1728145456,-80.6065,25.5785,457.2,False,37.58,70.82,0.65,,472.44,6530,False,0
0ac3f7,EFY9015 ,Colombia,1728145456.0,1728145456,-74.133,4.695,,True,3.86,216.56,,,,,False,0
a2ce02,N280AG  ,United States,1728145210.0,1728145451,-97.8359,33.1333,845.82,False,48.77,333.71,-1.63,,937.26,,False,0
adf559,N999PB  ,United States,1728145455.0,1728145456,-104.9363,39.6512,2225.04,False,53.15,332.94,0.98,,2316.48,,False,0
a22ed8,N24NF   ,United States,1728145456.0,1728145456,-80.9427,35.6089,373.38,False,43.03,207.79,1.95,,419.1,,False,0
addb2b,KOW992  ,United States,1728145455.0,1728145455,-95.7938,38.0591,14325.6,False,240.45,257.9,0.0,,14881.86,3443,False,0
a3b8ad,EJA339  ,United States,1728145454.0,1728145455,-94.707,39.8088,8069.58,False,232.39,31.05,7.48,,8450.58,,False,0
a84699,EJA632  ,United States,1728145421.0,1728145455,-115.1721,36.0806,,True,0.0,90.0,,,,,False,0
a368b2,EPI599  ,United States,1728145455.0,1728145455,-80.9558,29.0684,220.98,False,49.52,240.77,-0.98,,236.22,,False,0
488301,SPAVB   ,Poland,1728145431.0,1728145431,18.2523,54.4304,723.9,False,45.17,104.51,0.65,,792.48,4131,False,0
a88cfa,N650CP  ,United States,1728145455.0,1728145455,-77.6201,36.5233,4884.42,False,217.63,229.99,-4.88,,5113.02,1605,False,0
c0103a,ACA321  ,Canada,1728145455.0,1728145455,-113.8555,51.0072,2110.74,False,104.22,206.69,-4.88,,2133.6,,False,0
a03235,AAL976  ,United States,1728145453.0,1728145456,-108.6417,35.5388,10355.58,False,210.35,251.61,0.0,,10957.56,3044,False,0
c0103e,ACA801  ,Canada,1728145455.0,1728145456,-75.6627,46.954,11582.4,False,259.83,223.4,0.33,,11742.42,,False,0
a235b7,SWA3203 ,United States,1728145455.0,1728145455,-113.7632,37.4279,10066.02,False,236.34,32.38,0.0,,10607.04,1002,False,0
a71383,N555RP  ,United States,1728145455.0,1728145455,-90.1182,32.1435,1310.64,False,97.94,356.39,0.0,,1402.08,,False,0
4b174b,HBIVJ   ,Switzerland,1728145455.0,1728145455,-77.4549,38.936,,True,4.89,180.0,,,,,False,0
a368ab,N319EG  ,United States,1728145455.0,1728145455,-117.4265,33.8981,586.74,False,48.51,34.2,-2.28,,579.12,1200,False,0
a3ee17,N352VA  ,United States,1728145325.0,1728145325,-84.5571,39.3739,274.32,False,49.28,103.89,-3.9,,312.42,7706,False,0
a248e0,N24613  ,United States,1728145448.0,1728145455,-80.1384,26.2683,304.8,False,45.0,149.04,-3.58,,342.9,1200,False,0
a66813,N5114J  ,United States,1728145433.0,1728145454,-95.6778,32.5417,1310.64,False,76.45,227.18,0.0,,1386.84,,False,0
ad42fa,N9536D  ,United States,1728145455.0,1728145455,-118.4906,34.2249,312.42,False,35.02,177.47,-4.23,,289.56,,False,0
ab1704,N8131H  ,United States,1728145455.0,1728145455,-70.4434,41.7838,739.14,False,74.32,332.37,-0.33,,762.0,,False,0
3e3d01,ECA2HL  ,Germany,1728145456.0,1728145456,-4.5352,38.7782,11056.62,False,193.48,164.26,-7.48,,11620.5,5244,False,0
80047a,,India,,1728145390,,,,False,235.8,28.97,0.0,,,,False,0
4aca04,NOZ8818 ,Sweden,1728145455.0,1728145455,21.1499,47.9785,12504.42,False,224.87,146.38,0.0,,12694.92,6021,False,0
3c64b0,DLH1EK  ,Germany,1728145456.0,1728145456,23.2268,41.4861,10363.2,False,255.16,338.35,-0.33,,10706.1,6470,False,0
aa31fc,N756T   ,United States,,1728145314,,,,False,84.55,7.34,-0.33,,,,False,0
4aca06,NOZ3PM  ,Sweden,,1728145430,,,10972.8,False,241.34,26.46,0.0,,11559.54,2256,False,0
4aca05,NSZ5618 ,Sweden,1728145456.0,1728145456,3.8624,51.2883,11582.4,False,223.41,31.82,0.0,,11826.24,5313,False,0
4aca08,NOZ72C  ,Sweden,1728145455.0,1728145455,11.2081,53.1297,11277.6,False,244.34,174.81,0.0,,11414.76,0760,False,0
4aca07,NOZ16L  ,Sweden,1728145244.0,1728145250,-14.3064,31.0348,11277.6,False,243.47,214.93,0.0,,11849.1,,False,0
4aca09,NSZ2BH  ,Sweden,1728145456.0,1728145456,5.6271,52.2164,11277.6,False,233.14,41.96,0.0,,11483.34,5546,False,0
505cb1,TOM39K  ,Slovakia,1728145456.0,1728145456,1.8476,43.0775,10668.0,False,250.34,170.54,0.0,,11109.96,0502,False,0
a53508,N4345G  ,United States,1728145456.0,1728145456,-104.8102,39.2813,2529.84,False,66.97,93.08,-0.98,,2644.14,,False,0
ade252,JBU757  ,United States,1728145265.0,1728145265,-69.9672,16.6365,9753.6,False,236.24,188.64,0.33,,10347.96,,False,0
3ffb64,DMMYA   ,Germany,1728145455.0,1728145455,-8.2829,38.6641,891.54,False,67.21,106.91,-0.65,,1005.84,,False,0
a94c4e,SKW502W ,United States,1728145455.0,1728145455,-122.3849,37.6209,,True,1.54,120.94,,,,,False,0
0ac3d9,PNC0237 ,Colombia,1728145455.0,1728145455,-74.3263,4.6157,4191.0,False,119.42,287.81,-1.3,,4465.32,,False,0
aba281,AAL1802 ,United States,1728145454.0,1728145454,-81.7208,38.5306,10972.8,False,215.05,257.43,0.0,,11422.38,3367,False,0
a8dccc,N670MA  ,United States,1728145455.0,1728145456,-81.7487,28.5889,548.64,False,56.77,165.84,0.0,,579.12,,False,0
a2e806,ASA463  ,United States,1728145455.0,1728145456,-118.676,34.0318,2286.0,False,147.01,4.21,4.88,,2423.16,,False,0
0a0049,DAH1301 ,Algeria,1728145456.0,1728145456,2.8954,43.3766,10058.4,False,264.08,175.87,0.0,,10477.5,7161,False,0
3c64ae,DLH79P  ,Germany,1728145455.0,1728145456,-4.2053,45.7969,10972.8,False,265.56,53.51,0.0,,11399.52,5245,False,0
a0452e,N1162U  ,United States,1728145251.0,1728145251,-71.2767,42.4697,-30.48,False,33.18,277.13,-1.63,,7.62,,False,0
a8f6ef,NKS3711 ,United States,1728145456.0,1728145456,-99.9158,33.4261,9471.66,False,235.84,284.92,3.58,,9966.96,,False,0
3c64ac,DLH26A  ,Germany,1728145453.0,1728145454,11.7521,48.3408,434.34,False,72.49,83.48,-2.6,,518.16,2272,False,0
0a0048,DAH1006 ,Algeria,1728145455.0,1728145455,1.3002,47.5495,5806.44,False,208.16,10.39,-10.08,,6012.18,5577,False,0
0a0045,DAH1005 ,Algeria,1728145455.0,1728145456,3.09,39.7168,11277.6,False,258.9,178.18,0.0,,11833.86,7606,False,0
a128db,N174JK  ,United States,1728145397.0,1728145397,-85.7908,41.1908,2331.72,False,84.61,197.33,0.0,,2430.78,,False,0
0a0044,DAH3017 ,Algeria,1728145392.0,1728145392,10.4466,37.0666,11582.4,False,232.02,261.46,0.0,,12062.46,2310,False,0
4080ea,BAW385  ,United Kingdom,1728145455.0,1728145456,25.7836,37.9415,10972.8,False,242.96,333.06,0.0,,11445.24,6442,False,0
a8dce0,N670MW  ,United States,1728145455.0,1728145455,-95.9124,32.416,4815.84,False,186.57,273.48,0.0,,5090.16,,False,0
4aca13,NSZ4380 ,Sweden,1728145455.0,1728145455,25.7094,38.1668,10972.8,False,242.73,335.99,0.0,,11430.0,6454,False,0
4aca12,NSZ4395 ,Sweden,1728145455.0,1728145456,20.8351,44.7448,11277.6,False,219.16,160.67,0.0,,11468.1,4513,False,0
3c64c3,DLH416  ,Germany,1728145456.0,1728145456,-72.1905,44.1628,10972.8,False,248.06,207.68,0.0,,11094.72,,False,0
4aca15,NSZ4401 ,Sweden,1728145455.0,1728145455,30.8906,35.968,10668.0,False,240.57,133.18,0.0,,11148.06,2201,False,0
4aca14,NOZ1910 ,Sweden,1728145456.0,1728145456,14.7463,55.3222,10668.0,False,233.17,160.41,0.0,,10805.16,6031,False,0
a66822,N5114Z  ,United States,1728145449.0,1728145449,-73.1357,41.1541,-38.1,False,33.1,44.37,-1.3,,7.62,,False,0
a6f396,N547T   ,United States,1728145454.0,1728145455,-83.6924,39.1804,1615.44,False,82.8,261.06,-1.3,,1706.88,,False,0
a6ec9c,JRT545  ,United States,1728145455.0,1728145455,-83.417,34.2691,11064.24,False,243.61,157.66,6.18,,11635.74,,False,0
acce9f,N924SJ  ,United States,1728145454.0,1728145455,-97.1051,35.1279,1310.64,False,77.17,0.0,0.0,,1379.22,,False,0
a05879,N121LX  ,United States,1728145456.0,1728145456,-116.0603,47.4825,13106.4,False,198.88,275.19,-0.33,,13563.6,,False,0
addb4a,AAL1926 ,United States,1728145388.0,1728145412,-75.3279,39.8502,182.88,False,75.99,75.49,-2.6,,236.22,1336,False,0
4aca0b,NSZ9BZ  ,Sweden,1728145455.0,1728145455,22.1329,51.6025,11277.6,False,253.14,11.61,0.0,,11414.76,4452,False,0
4aca0a,NSZ4363 ,Sweden,1728145456.0,1728145456,15.813,44.1655,11277.6,False,237.15,192.53,0.0,,11414.76,1142,False,0
4080f6,EZY65NR ,United Kingdom,1728145456.0,1728145456,23.166,38.8994,10668.0,False,227.79,133.54,-0.33,,11064.24,0574,False,0
4aca0d,NSZ5522 ,Sweden,1728145455.0,1728145455,4.7974,53.1686,11582.4,False,227.44,19.01,0.0,,11788.14,5503,False,0
0ac3c4,FAC1209 ,Colombia,1728145454.0,1728145454,-74.5694,5.2743,5052.06,False,173.83,69.74,-0.65,,5379.72,,False,0
a773d7,N58CX   ,United States,1728145455.0,1728145455,-82.3875,39.5713,2712.72,False,137.95,337.64,-4.23,,2842.26,,False,0
a83f6b,LKF30   ,United States,1728145456.0,1728145456,-87.5843,42.9317,2072.64,False,123.06,217.01,0.33,,2148.84,,False,0
a84663,JIA5457 ,United States,1728145455.0,1728145456,-71.1868,43.0591,3192.78,False,172.89,88.81,3.9,,3253.74,,False,0
ad928e,AAL393  ,United States,1728145455.0,1728145455,-99.4622,27.6291,10363.2,False,228.26,205.64,0.0,,11033.76,,False,0
a7000b,N550GK  ,United States,1728145455.0,1728145455,-114.506,36.2636,2583.18,False,95.25,202.55,-1.63,,2750.82,3307,False,0
a1789a,N194SC  ,United States,1728145454.0,1728145455,-112.9229,40.7892,2186.94,False,50.41,75.82,0.0,,2316.48,,False,0
46a60f,SEH2TS  ,Greece,1728145455.0,1728145455,23.741,37.5503,4114.8,False,87.61,202.8,4.55,,4282.44,,False,0
a45ba2,DAL2102 ,United States,1728145448.0,1728145451,-112.6177,37.0618,10980.42,False,223.89,233.31,0.0,,11582.4,3650,False,0
a70c67,AAL2941 ,United States,1728145455.0,1728145455,-78.0454,36.9041,7620.0,False,253.22,37.41,0.0,,7978.14,1167,False,0
a7133f,DAL1089 ,United States,1728145454.0,1728145454,-84.4379,33.6401,,True,6.69,0.0,,,,3777,False,0
a6f332,N547P   ,United States,1728145455.0,1728145455,-92.4913,44.9016,8839.2,False,128.2,142.99,0.0,,9136.38,2415,False,0
a88cbf,PDT5797 ,United States,1728145455.0,1728145455,-85.7184,32.664,9753.6,False,200.94,229.05,0.0,,10279.38,7263,False,0
aa7a61,SWA3986 ,United States,1728145455.0,1728145455,-90.423,38.7798,403.86,False,75.09,121.84,-3.9,,457.2,,False,0
3ffb2d,DMOEV   ,Germany,1728145339.0,1728145361,9.0378,49.9431,251.46,False,29.93,151.23,-0.33,,,7000,False,0
a26b51,AAY648  ,United States,1728145455.0,1728145455,-106.0096,41.725,11879.58,False,216.78,31.31,-0.33,,12390.12,,False,0
8016a4,IGO6613 ,India,1728145456.0,1728145456,77.1286,28.5697,350.52,False,73.06,270.81,-3.25,,259.08,,False,0
391b39,FGGZZ   ,France,1728145327.0,1728145328,4.4811,43.8857,640.08,False,81.79,189.05,-0.33,,571.5,7070,False,0
a222b2,MXY139  ,United States,1728145455.0,1728145455,-71.3329,42.4485,8100.06,False,213.96,243.74,2.28,,8244.84,3545,False,0
a40e41,AAH46   ,United States,,1728145441,,,,False,204.59,129.69,-12.35,,,,False,0
a72689,N56WD   ,United States,1728145454.0,1728145455,-74.0812,39.9022,647.7,False,87.75,175.29,-1.3,,685.8,,False,0
a7cfdd,N602ND  ,United States,1728145455.0,1728145455,-122.2165,47.5096,7.62,False,35.43,205.82,-1.63,,83.82,,False,0
a2bb10,SWA3570 ,United States,1728145398.0,1728145398,-112.0241,33.4321,,True,0.0,270.0,,,,,False,0
c083ad,CGXWM   ,Canada,1728145454.0,1728145455,-114.0927,50.5916,1798.32,False,42.05,194.89,0.65,,1813.56,,False,0
4aca72,SAS898  ,Sweden,1728145151.0,1728145397,17.5105,59.549,1402.08,False,132.33,118.06,-3.9,,1463.04,0466,False,0
a57055,N45FW   ,United States,1728145455.0,1728145455,-75.6318,40.5157,830.58,False,57.98,27.47,-1.95,,883.92,,False,0
a90ffa,N683SP  ,United States,1728145424.0,1728145424,-104.8538,39.5796,1706.88,False,37.07,177.61,-3.25,,1775.46,,False,0
4045b6,GPRAH   ,United Kingdom,1728145455.0,1728145455,0.3496,51.3595,716.28,False,41.32,161.11,-0.33,,,7000,False,0
a27220,AIP1566 ,United States,1728145437.0,1728145446,-100.6784,47.7308,6370.32,False,169.74,105.47,-0.65,,6316.98,,False,0
a1a218,ENY3544 ,United States,1728145442.0,1728145442,-101.0493,27.8551,9144.0,False,235.6,212.79,-0.33,,9723.12,,False,0
0a009c,DTH1842 ,Algeria,1728145453.0,1728145453,4.0357,36.454,11582.4,False,216.67,268.37,0.0,,12161.52,,False,0
4bb4ee,MGH884  ,Turkey,1728145456.0,1728145456,28.8322,38.4387,10668.0,False,237.31,133.07,0.0,,11148.06,7600,False,0
71040b,SVA411  ,Saudi Arabia,1728145456.0,1728145456,33.2221,28.8499,10363.2,False,233.88,308.66,0.0,,11003.28,4545,False,0
a653f6,JIA5631 ,United States,1728145455.0,1728145455,-97.589,35.4135,388.62,False,68.94,180.0,-3.58,,426.72,2424,False,0
8016b8,IGO2336 ,India,1728145455.0,1728145455,86.4637,26.2174,10957.56,False,233.83,283.49,0.0,,11681.46,2611,False,0
c01006,CFGBT   ,Canada,1728145425.0,1728145425,-75.797,44.6495,1005.84,False,42.82,38.66,-0.33,,,,False,0
8016b6,VTJSJ   ,India,1728145250.0,1728145250,7.217,43.6647,,True,1.03,135.0,,,,6353,False,0
4aca6e,SAS1555 ,Sweden,1728145455.0,1728145456,9.1361,54.7147,10972.8,False,235.36,225.44,0.0,,11148.06,0730,False,0
a475a3,DAL371  ,United States,1728145455.0,1728145455,-73.9675,40.668,678.18,False,91.23,31.63,-5.2,,746.76,2717,False,0
a40e1c,UPS5921 ,United States,1728145455.0,1728145456,-94.9782,38.1946,11894.82,False,249.4,78.46,0.0,,12397.74,2055,False,0
02a1af,LBT2966 ,Tunisia,1728145226.0,1728145233,9.7002,52.4574,,True,0.06,354.38,,,,1000,False,0
a2e83f,N287CS  ,United States,1728145426.0,1728145426,-106.4149,38.8896,5935.98,False,187.91,326.05,-8.78,,6271.26,,False,0
0a0078,DAH1198 ,Algeria,1728145437.0,1728145448,7.2054,43.6582,,True,0.0,315.0,,,,5575,False,0
0a0079,DAH1084 ,Algeria,1728145455.0,1728145455,1.8391,48.9308,2438.4,False,129.22,47.1,0.0,,2499.36,5574,False,0
0a0077,DAH3025 ,Algeria,1728145455.0,1728145455,12.0043,37.3484,10972.8,False,221.44,248.32,0.0,,11384.28,,False,0
a8a955,N65716  ,United States,1728145455.0,1728145455,-74.7274,40.5025,883.92,False,48.82,97.87,-1.95,,906.78,,False,0
4aca42,NSZ3370 ,Sweden,1728145455.0,1728145455,20.8564,45.3755,11277.6,False,220.02,146.83,0.0,,11460.48,7602,False,0
ab0416,JBU682  ,United States,1728145456.0,1728145456,-80.9981,31.8397,11277.6,False,241.17,19.83,0.0,,11925.3,1156,False,0
4aca46,NSZ3674 ,Sweden,1728145455.0,1728145455,2.0305,47.8385,11277.6,False,229.76,208.63,0.0,,11628.12,0703,False,0
a355b1,ENY3579 ,United States,1728145455.0,1728145455,-70.0668,20.8223,10668.0,False,235.33,120.04,0.33,,11277.6,,False,0
a520f8,N43CA   ,United States,1728145456.0,1728145456,-121.1646,37.0774,2179.32,False,66.41,69.6,-0.98,,2293.62,,False,0
4aca45,NSZ5YR  ,Sweden,1728145455.0,1728145456,4.9289,53.8054,11567.16,False,231.3,22.63,0.0,,11772.9,5521,False,0
aaf71a,N8052M  ,United States,1728145455.0,1728145455,-76.9009,39.6572,2796.54,False,85.04,56.6,0.0,,2903.22,2426,False,0
a90fcb,EJA683  ,United States,1728145455.0,1728145455,-86.317,42.5729,4518.66,False,191.11,353.35,-10.4,,4701.54,,False,0
a929f4,,United States,1728145344.0,1728145344,-91.3471,30.1615,571.5,False,60.05,96.39,-0.33,,601.98,,False,0
